"Country or Area","Year","Area","Sex","Age","Marital status","Record Type","Reliability","Source Year","Value","Value Footnotes"
"China","1982","Total","Male","50 - 59","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","1161055","3,5"
"China","1982","Total","Male","50 - 59","Married","Census - de facto - complete tabulation","Final figure, complete","1984","33721230","3,5"
"China","1982","Total","Male","50 - 59","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","3287905","3,5"
"China","1982","Total","Male","50 - 59","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","785872","3,5"
"China","1982","Total","Male","60 +","Total","Census - de facto - complete tabulation","Final figure, complete","1984","35521775","3,5"
"China","1982","Total","Male","60 +","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","911037","3,5"
"China","1982","Total","Male","60 +","Married","Census - de facto - complete tabulation","Final figure, complete","1984","24509666","3,5"
"China","1982","Total","Male","60 +","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","9556947","3,5"
"China","1982","Total","Male","60 +","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","544125","3,5"
"China","1982","Total","Male","Unknown","Total","Census - de facto - complete tabulation","Final figure, complete","1984","0","3,5"
"China","1982","Total","Male","Unknown","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","0","3,5"
"China","1982","Total","Male","Unknown","Married","Census - de facto - complete tabulation","Final figure, complete","1984","0","3,5"
"China","1982","Total","Male","Unknown","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","0","3,5"
"China","1982","Total","Male","Unknown","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","0","3,5"
"China","1982","Total","Female","15 - 19","Total","Census - de facto - complete tabulation","Final figure, complete","1984","61462900","3,5"
"China","1982","Total","Female","15 - 19","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","58773071","3,5"
"China","1982","Total","Female","15 - 19","Married","Census - de facto - complete tabulation","Final figure, complete","1984","2663943","3,5"
"China","1982","Total","Female","15 - 19","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","2667","3,5"
"China","1982","Total","Female","15 - 19","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","23219","3,5"
"China","1982","Total","Female","15 +","Total","Census - de facto - complete tabulation","Final figure, complete","1984","324628792","3,5"
"China","1982","Total","Female","15 +","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","78636647","3,5"
"China","1982","Total","Female","15 +","Married","Census - de facto - complete tabulation","Final figure, complete","1984","212687209","3,5"
"China","1982","Total","Female","15 +","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","32478110","3,5"
"China","1982","Total","Female","15 +","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","826826","3,5"
"China","1982","Total","Female","20 - 24","Total","Census - de facto - complete tabulation","Final figure, complete","1984","36403280","3,5"
"China","1982","Total","Female","20 - 24","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","16909544","3,5"
"China","1982","Total","Female","20 - 24","Married","Census - de facto - complete tabulation","Final figure, complete","1984","19415077","3,5"
"China","1982","Total","Female","20 - 24","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","18540","3,5"
"China","1982","Total","Female","20 - 24","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","60119","3,5"
"China","1982","Total","Female","25 - 29","Total","Census - de facto - complete tabulation","Final figure, complete","1984","44750195","3,5"
"China","1982","Total","Female","25 - 29","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","2357645","3,5"
"China","1982","Total","Female","25 - 29","Married","Census - de facto - complete tabulation","Final figure, complete","1984","42207151","3,5"
"China","1982","Total","Female","25 - 29","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","78315","3,5"
"China","1982","Total","Female","25 - 29","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","107084","3,5"
"China","1982","Total","Female","30 - 34","Total","Census - de facto - complete tabulation","Final figure, complete","1984","34970345","3,5"
"China","1982","Total","Female","30 - 34","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","240872","3,5"
"China","1982","Total","Female","30 - 34","Married","Census - de facto - complete tabulation","Final figure, complete","1984","34466309","3,5"
"China","1982","Total","Female","30 - 34","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","164459","3,5"
"China","1982","Total","Female","30 - 34","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","98705","3,5"
"China","1982","Total","Female","35 - 39","Total","Census - de facto - complete tabulation","Final figure, complete","1984","25602679","3,5"
"China","1982","Total","Female","35 - 39","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","72783","3,5"
"China","1982","Total","Female","35 - 39","Married","Census - de facto - complete tabulation","Final figure, complete","1984","25145541","3,5"
"China","1982","Total","Female","35 - 39","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","308828","3,5"
"China","1982","Total","Female","35 - 39","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","75527","3,5"
"China","1982","Total","Female","40 - 44","Total","Census - de facto - complete tabulation","Final figure, complete","1984","22561503","3,5"
"China","1982","Total","Female","40 - 44","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","44084","3,5"
"China","1982","Total","Female","40 - 44","Married","Census - de facto - complete tabulation","Final figure, complete","1984","21808151","3,5"
"China","1982","Total","Female","40 - 44","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","641793","3,5"
"China","1982","Total","Female","40 - 44","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","67475","3,5"
"China","1982","Total","Female","45 - 49","Total","Census - de facto - complete tabulation","Final figure, complete","1984","22285795","3,5"
"China","1982","Total","Female","45 - 49","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","39810","3,5"
"China","1982","Total","Female","45 - 49","Married","Census - de facto - complete tabulation","Final figure, complete","1984","20806923","3,5"
"China","1982","Total","Female","45 - 49","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","1364683","3,5"
"China","1982","Total","Female","45 - 49","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","74379","3,5"
"China","1982","Total","Female","50 - 59","Total","Census - de facto - complete tabulation","Final figure, complete","1984","35612907","3,5"
"China","1982","Total","Female","50 - 59","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","76324","3,5"
"China","1982","Total","Female","50 - 59","Married","Census - de facto - complete tabulation","Final figure, complete","1984","29271474","3,5"
"China","1982","Total","Female","50 - 59","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","6095843","3,5"
"China","1982","Total","Female","50 - 59","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","169266","3,5"
"China","1982","Total","Female","60 +","Total","Census - de facto - complete tabulation","Final figure, complete","1984","40979188","3,5"
